id,playlist_timestamp,player_offset,source_ip,feed_id,inserted_at,updated_at,listener_count,timestamp,candidate_id,description
52,1557510493,270.343318,::ffff:10.109.173.36,35,2019-08-30 20:16:01,2019-08-30 20:16:01,,2019-05-10 17:52:43,1,water
53,1557510493,280.52208,::ffff:10.109.173.36,35,2019-08-30 20:16:55,2019-08-30 20:16:55,,2019-05-10 17:52:54,1,test
54,1557510493,278.695405,::ffff:10.164.101.176,35,2019-08-31 16:16:19,2019-08-31 16:16:19,,2019-05-10 17:52:52,1,hum
55,1557510493,289.322477,::ffff:10.164.101.176,35,2019-08-31 16:17:11,2019-08-31 16:17:11,,2019-05-10 17:53:02,1,hum + water
56,1567621820,1719.408628,::ffff:10.61.211.16,2,2019-09-04 19:00:50,2019-09-04 19:00:50,,2019-09-04 18:58:59,2,Pops
57,1557510493,285.861869,::ffff:10.164.82.112,35,2019-09-10 0:55:16,2019-09-10 0:55:16,,2019-05-10 17:52:59,1,water and buzz
58,1557510493,277.362292,::ffff:10.165.120.149,35,2019-09-10 6:12:35,2019-09-10 6:12:35,,2019-05-10 17:52:50,1,Water PT
59,1568093538,2287.72491,::ffff:10.165.120.149,1,2019-09-10 6:13:12,2019-09-10 6:13:12,,2019-09-10 6:10:26,3,buzzy
60,1568140353,1817.703987,::ffff:10.7.171.186,1,2019-09-10 19:04:42,2019-09-10 19:04:42,1,2019-09-10 19:02:51,4,"no whales, water sounds"
61,1557510493,272.91653,::ffff:10.45.114.83,35,2019-09-11 17:16:32,2019-09-11 17:16:32,1,2019-05-10 17:52:46,1,asdf
62,1557510493,274.880027,::ffff:10.138.162.166,35,2019-09-11 17:16:51,2019-09-11 17:16:51,2,2019-05-10 17:52:48,1,Water fall!
63,1568232668,1373.841324,::ffff:10.61.148.72,35,2019-09-11 20:36:08,2019-09-11 20:36:08,1,2019-09-11 20:34:02,5,speed boat
64,1568226621,7519.343072,::ffff:10.61.148.72,2,2019-09-11 20:37:33,2019-09-11 20:37:33,1,2019-09-11 20:35:40,6,muffled water sounds
65,1568232668,1500.593855,::ffff:10.61.148.72,35,2019-09-11 20:37:58,2019-09-11 20:37:58,1,2019-09-11 20:36:09,5,speed boat with ferry in background
66,1568232668,1921.712013,::ffff:10.61.148.72,35,2019-09-11 20:45:13,2019-09-11 20:45:13,1,2019-09-11 20:43:10,7,Distant boat
67,1568232668,1990.609925,::ffff:10.61.221.153,35,2019-09-11 20:46:22,2019-09-11 20:46:22,1,2019-09-11 20:44:19,7,"One boat slowed, but there's another."
68,1568232668,2004.377271,::ffff:10.61.221.153,35,2019-09-11 20:46:36,2019-09-11 20:46:36,1,2019-09-11 20:44:32,7,Close approach of outboard?
69,1568232668,2117.413758,::ffff:10.65.83.60,35,2019-09-11 20:48:29,2019-09-11 20:48:29,1,2019-09-11 20:46:25,7,More maneuvering (of 2 boats?)
70,1568232668,2201.633325,::ffff:10.45.114.83,35,2019-09-11 20:49:53,2019-09-11 20:49:53,1,2019-09-11 20:47:50,7,Rattling prop nearby!
71,1568392338,2844.343608,::ffff:10.41.141.140,1,2019-09-13 17:23:45,2019-09-13 17:23:45,1,2019-09-13 17:19:42,8,Approaching boat or ship
72,1568496738,2404.744044,::ffff:10.65.83.60,1,2019-09-14 22:15:44,2019-09-14 22:15:44,2,2019-09-14 22:12:23,9,surface splashing; distant boat?
73,1568658737,3254.898888,::ffff:10.63.178.155,1,2019-09-16 18:40:10,2019-09-16 18:40:10,1,2019-09-16 19:26:32,10,Distant ship?
74,1568691156,1915.937335,::ffff:10.47.187.89,1,2019-09-17 4:10:13,2019-09-17 4:10:13,1,2019-09-17 4:04:32,11,Water
75,1568709147,1102.591029,::ffff:10.67.225.150,1,2019-09-17 8:53:08,2019-09-17 8:53:08,1,2019-09-17 8:50:50,12,Ship noise
76,1568730755,1920.25004,::ffff:10.159.227.245,1,2019-09-17 15:07:31,2019-09-17 15:07:31,1,2019-09-17 15:04:35,13,
77,1568741554,2759.745622,::ffff:10.51.192.77,1,2019-09-17 18:21:43,2019-09-17 18:21:43,2,2019-09-17 18:18:34,14,loud ship
78,1568809835,13358.7596,::ffff:10.7.214.204,35,2019-09-18 16:55:11,2019-09-18 16:55:11,1,2019-09-18 16:13:14,15,test
79,1568809820,15786.0175,::ffff:10.7.214.204,2,2019-09-18 16:55:24,2019-09-18 16:55:24,1,2019-09-18 16:53:26,16,test
80,1568824341,1281.578573,::ffff:10.7.214.204,1,2019-09-18 16:55:33,2019-09-18 16:55:33,1,2019-09-18 16:53:43,17,test
81,1568824341,1290.825351,::ffff:10.7.214.204,1,2019-09-18 16:56:15,2019-09-18 16:56:15,1,2019-09-18 16:53:52,17,test
82,1568809835,13365.74573,::ffff:10.28.44.109,35,2019-09-18 16:57:21,2019-09-18 16:57:21,1,2019-09-18 16:13:21,15,test
83,1568809835,13368.15992,::ffff:10.29.95.201,35,2019-09-18 16:58:35,2019-09-18 16:58:35,1,2019-09-18 16:13:23,15,Test mobile safari
84,1568809820,15998.24273,::ffff:10.29.95.201,2,2019-09-18 16:58:51,2019-09-18 16:58:51,1,2019-09-18 16:56:58,18,Test mobile safari
85,1568824341,1455.04763,::ffff:10.29.95.201,1,2019-09-18 16:59:05,2019-09-18 16:59:05,1,2019-09-18 16:56:36,17,Test mobile safari
86,1568809835,13363.80096,::ffff:10.63.30.156,35,2019-09-18 17:00:17,2019-09-18 17:00:17,1,2019-09-18 16:13:19,15,Test Mozilla mobile
87,1568809835,13382.35822,::ffff:10.63.158.137,35,2019-09-18 18:09:18,2019-09-18 18:09:18,1,2019-09-18 16:13:37,15,Snapping crustaceans? clanking of a nearby buoy?
88,1568809835,13383.45533,::ffff:10.71.184.244,35,2019-09-18 18:09:18,2019-09-18 18:09:18,1,2019-09-18 16:13:38,15,Snapping crustaceans? clanking of a nearby buoy?
89,1568831195,57.332484,::ffff:10.29.86.227,35,2019-09-18 18:28:48,2019-09-18 18:28:48,1,2019-09-18 18:27:32,19,Passing vessel w slow prop
90,1568831540,240.455716,::ffff:10.97.201.76,1,2019-09-18 18:38:22,2019-09-18 18:38:22,1,2019-09-18 18:36:20,20,Paddling sounds
91,1568831433,749.473709,::ffff:10.63.151.139,35,2019-09-18 18:45:00,2019-09-18 18:45:00,2,2019-09-18 18:43:02,21,Slow turning squeaky ship prop
92,1568831433,758.664546,::ffff:10.63.151.139,35,2019-09-18 18:45:10,2019-09-18 18:45:10,2,2019-09-18 18:43:12,21,Seagull!
93,1568831433,827.573447,::ffff:10.165.72.97,35,2019-09-18 18:46:19,2019-09-18 18:46:19,2,2019-09-18 18:44:21,21,squeaky prop just faded out (quickly)
94,1568831419,1499.254242,::ffff:10.16.241.215,2,2019-09-18 18:57:16,2019-09-18 18:57:16,1,2019-09-18 18:55:18,22,Squeaky Sbound container ship (also heard earlier at PT) MMSI 563143000
95,1569004218,10586.85382,::ffff:10.63.205.7,2,2019-09-20 21:28:41,2019-09-20 21:28:41,1,2019-09-20 21:26:45,23,Seagulls!
96,1569004218,12461.73721,::ffff:10.7.247.11,2,2019-09-20 21:59:48,2019-09-20 21:59:48,1,2019-09-20 21:58:00,24,ship noise
97,1569004218,12522.29961,::ffff:10.171.161.49,2,2019-09-20 22:00:48,2019-09-20 22:00:48,1,2019-09-20 21:59:00,24,Container ship Sbound MMSI: 636015660
98,1569017167,339.394591,::ffff:10.35.254.221,35,2019-09-20 22:13:44,2019-09-20 22:13:44,1,2019-09-20 22:11:46,25,small boat engine (outboard)
99,1569017167,2795.19684,::ffff:10.41.178.215,35,2019-09-20 22:54:42,2019-09-20 22:54:42,1,2019-09-20 22:52:42,26,Kennewick sounds really rattly!
100,1569017167,2806.511805,::ffff:10.41.178.215,35,2019-09-20 22:54:53,2019-09-20 22:54:53,1,2019-09-20 22:52:54,26,Ferry saturating at CPA?
101,1569017167,2916.674726,::ffff:10.95.209.15,35,2019-09-20 22:56:45,2019-09-20 22:56:45,1,2019-09-20 22:54:44,26,Boat audible as ferry fades out
102,1569084411,971.178066,::ffff:10.51.192.77,1,2019-09-21 17:05:46,2019-09-21 17:05:46,1,2019-09-21 17:03:02,27,Intermittent bad buzzing
103,1569241832,20200.2868,::ffff:10.45.252.73,35,2019-09-23 18:09:14,2019-09-23 18:09:14,1,2019-09-23 18:07:12,28,knocking near/on hydrophone (crab?)
